id,label,tweet
496,1,The pancake was also really good and pretty large at that.
497,1,"This was my first crawfish experience, and it was delicious!"
498,1,Their monster chicken fried steak and eggs is my all time favorite.
499,1,Waitress was sweet and funny.
500,1,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!"
501,0,"I'd rather eat airline food, seriously."
502,1,Cant say enough good things about this place.
503,1,The ambiance was incredible.
504,1,The waitress and manager are so friendly.
505,0,I would not recommend this place.
506,0,Overall I wasn't very impressed with Noca.
507,0,My gyro was basically lettuce only.
508,0,Terrible service!
509,0,Thoroughly disappointed!
510,1,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here."
511,1,"Give it a try, you will be happy you did."
512,1,By far the BEST cheesecurds we have ever had!
513,1,Reasonably priced also!
514,1,Everything was perfect the night we were in.
515,1,The food is very good for your typical bar food.
516,0,it was a drive to get there.
517,1,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff."
518,0,"Anyway, I do not think i will go back there."
519,1,"Point your finger at any item on the menu, order it and you won't be disappointed."
520,1,"Oh this is such a thing of beauty, this restaurant."
521,1,If you haven't gone here GO NOW!
522,0,"A greasy, unhealthy meal."
523,0,first time there and might just be the last.
524,1,Those burgers were amazing.
525,0,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late."
526,0,And it was way to expensive.
527,1,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for."
528,1,This was my first time and I can't wait until the next.
529,1,The bartender was also nice.
530,1,Everything was good and tasty!
531,1,This place is two thumbs up....way up.
532,1,"The best place in Vegas for breakfast (just check out a Sat, or Sun."
533,1,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place."
534,0,Terrible management.
535,1,An excellent new restaurant by an experienced Frenchman.
536,0,If there were zero stars I would give it zero stars.
537,1,"Great steak, great sides, great wine, amazing desserts."
538,0,Worst martini ever!
539,1,The steak and the shrimp are in my opinion the best entrees at GC.
540,1,I had the opportunity today to sample your amazing pizzas!
541,0,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).
542,1,The yellowtail carpaccio was melt in your mouth fresh.
543,0,I won't try going back there even if it's empty.
544,0,"No, I'm going to eat the potato that I found some strangers hair in it."
545,1,Just spicy enough.. Perfect actually.
546,1,Last night was my second time dining here and I was so happy I decided to go back!
547,0,"not even a ""hello, we will be right with you."""
548,0,The desserts were a bit strange.
549,1,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.
550,1,"I really do recommend this place, you can go wrong with this donut place!"
551,1,Nice ambiance.
552,1,I would recommend saving room for this!
553,0,I guess maybe we went on an off night but it was disgraceful.
554,0,"However, my recent experience at this particular location was not so good."
555,0,"I know this is not like the other restaurants at all, something is very off here!"
556,0,AVOID THIS ESTABLISHMENT!
557,0,I think this restaurant suffers from not trying hard enough.
558,1,All of the tapas dishes were delicious!
559,1,I *heart* this place.
560,0,My salad had a bland vinegrette on the baby greens and hearts of Palm.
561,0,After two I felt disgusting.
562,1,A good time!
563,1,I believe that this place is a great stop for those with a huge belly and hankering for sushi.
564,1,Generous portions and great taste.
565,0,I will never go back to this place and will never ever recommended this place to anyone!
566,0,"The servers went back and forth several times, not even so much as an ""Are you being helped?"""
567,1,Food was delicious!
568,0,AN HOUR... seriously?
569,0,I consider this theft.
570,0,Eew... This location needs a complete overhaul.
571,0,We recently witnessed her poor quality of management towards other guests as well.
572,0,Waited and waited and waited.
573,1,"He also came back to check on us regularly, excellent service."
574,1,Our server was super nice and checked on us many times.
575,0,"The pizza tasted old, super chewy in not a good way."
576,0,I swung in to give them a try but was deeply disappointed.
577,1,Service was good and the company was better!
578,1,The staff are also very friendly and efficient.
579,1,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks."
580,0,Boy was that sucker dry!!.
581,0,Over rated.
582,0,"If you look for authentic Thai food, go else where."
583,1,Their steaks are 100% recommended!
584,0,After I pulled up my car I waited for another 15 minutes before being acknowledged.
585,1,Great food and great service in a clean and friendly setting.
586,1,"All in all, I can assure you I'll be back."
587,0,I hate those things as much as cheap quality black olives.
588,1,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar."
589,0,The kids play area is NASTY!
590,1,Great place fo take out or eat in.
591,1,The waitress was friendly and happy to accomodate for vegan/veggie options.
592,1,OMG I felt like I had never eaten Thai food until this dish.
593,0,"It was extremely ""crumby"" and pretty tasteless."
594,0,It was a pale color instead of nice and char and has NO flavor.
595,1,The croutons also taste homemade which is an extra plus.
596,0,I got home to see the driest damn wings ever!
597,1,It'll be a regular stop on my trips to Phoenix!
598,1,I really enjoyed Crema Caf̩ before they expanded; I even told friends they had the BEST breakfast.
599,0,Not good for the money.
600,1,I miss it and wish they had one in Philadelphia!
601,0,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived."
602,1,They also have the best cheese crisp in town.
603,1,"Good value, great food, great service."
604,1,Couldn't ask for a more satisfying meal.
605,1,The food is good.
606,1,It was awesome.
607,0,I just wanted to leave.
608,1,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!
609,0,I will not be eating there again.
610,0,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!
611,0,I checked out this place a couple years ago and was not impressed.
612,0,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy."
613,0,"Sorry, I will not be getting food from here anytime soon :("
614,1,An absolute must visit!
615,1,The cow tongue and cheek tacos are amazing.
616,0,My friend did not like his Bloody Mary.
617,0,"Despite how hard I rate businesses, its actually rare for me to give a 1 star."
618,1,They really want to make your experience a good one.
619,0,I will not return.
620,0,I had the chicken Pho and it tasted very bland.
621,0,Very disappointing!!!
622,1,The grilled chicken was so tender and yellow from the saffron seasoning.
623,0,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait."
624,1,Pretty awesome place.
625,1,Ambience is perfect.
626,0,Best of luck to the rude and non-customer service focused new management.
627,0,Any grandmother can make a roasted chicken better than this one.
628,0,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.
629,1,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!"
630,1,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !
631,1,The roast beef sandwich tasted really good!
632,0,"Same evening, him and I are both drastically sick."
633,1,High-quality chicken on the chicken Caesar salad.
634,0,Ordered burger rare came in we'll done.
635,1,We were promptly greeted and seated.
636,0,Tried to go here for lunch and it was a madhouse.
637,1,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable."
638,0,"After waiting an hour and being seated, I was not in the greatest of moods."
639,1,This is a good joint.
640,1,The Macarons here are insanely good.
641,0,I'm not eating here!
642,1,"Our waiter was very attentive, friendly, and informative."
643,0,Maybe if they weren't cold they would have been somewhat edible.
644,0,This place has a lot of promise but fails to deliver.
645,0,Very bad Experience!
646,0,What a mistake.
647,0,Food was average at best.
648,1,Great food.
649,0,We won't be going back anytime soon!
650,0,Very Very Disappointed ordered the $35 Big Bay Plater.
651,1,Great place to relax and have an awesome burger and beer.
652,1,It is PERFECT for a sit-down family meal or get together with a few friends.
653,0,"Not much flavor to them, and very poorly constructed."
654,1,The patio seating was very comfortable.
655,0,The fried rice was dry as well.
656,1,Hands down my favorite Italian restaurant!
657,1,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas."
658,1,It was just not a fun experience.
659,1,The atmosphere was great with a lovely duo of violinists playing songs we requested.
660,1,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!)."
661,1,"Very convenient, since we were staying at the MGM!"
662,1,The owners are super friendly and the staff is courteous.
663,1,Both great!
664,1,Eclectic selection.
665,1,The sweet potato tots were good but the onion rings were perfection or as close as I have had.
666,1,The staff was very attentive.
667,1,And the chef was generous with his time (even came around twice so we can take pictures with him).
668,1,"The owner used to work at Nobu, so this place is really similar for half the price."
669,0,Google mediocre and I imagine Smashburger will pop up.
670,0,dont go here.
671,1,I promise they won't disappoint.
672,0,As a sushi lover avoid this place by all means.
673,1,What a great double cheeseburger!
674,1,Awesome service and food.
675,1,A fantastic neighborhood gem !!!
676,1,I can't wait to go back.
677,0,The plantains were the worst I've ever tasted.
678,1,It's a great place and I highly recommend it.
679,0,Service was slow and not attentive.
680,1,"I gave it 5 stars then, and I'm giving it 5 stars now."
681,0,Your staff spends more time talking to themselves than me.
682,1,Dessert: Panna Cotta was amazing.
683,1,"Very good food, great atmosphere.1"
684,1,Damn good steak.
685,0,Total brunch fail.
686,1,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo."
687,1,"The decor is nice, and the piano music soundtrack is pleasant."
688,1,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!
689,1,"Good food , good service ."
690,1,It was absolutely amazing.
691,0,"I probably won't be back, to be honest."
692,1,will definitely be back!
693,1,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.
694,1,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good."
695,0,Went for lunch - service was slow.
696,0,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed."
697,0,I was mortified.
698,0,"Needless to say, we will never be back here again."
699,0,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more."
700,0,"The chips that came out were dripping with grease, and mostly not edible."
701,0,I wasn't really impressed with Strip Steak.
702,1,Have been going since 2007 and every meal has been awesome!!
703,1,Our server was very nice and attentive as were the other serving staff.
704,1,The cashier was friendly and even brought the food out to me.
705,0,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.
706,1,The atmosphere here is fun.
707,0,Would not recommend to others.
708,1,"Service is quick and even ""to go"" orders are just like we like it!"
709,0,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!"
710,1,"That said, our mouths and bellies were still quite pleased."
711,0,Not my thing.
712,1,2 Thumbs Up!!
713,0,If you are reading this please don't go there.
714,1,"I loved the grilled pizza, reminded me of legit Italian pizza."
715,1,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!
716,1,They have a really nice atmosphere.
717,0,Tonight I had the Elk Filet special...and it sucked.
718,1,"After one bite, I was hooked."
719,0,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.
720,1,"Cute, quaint, simple, honest."
721,1,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.
722,1,"The food was great as always, compliments to the chef."
723,1,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.
724,1,Awesome selection of beer.
725,1,Great food and awesome service!
726,1,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that."
727,0,A FLY was in my apple juice.. A FLY!!!!!!!!
728,1,The Han Nan Chicken was also very tasty.
729,1,"As for the service, I thought it was good."
730,0,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us."
731,0,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.
732,1,Nicest Chinese restaurant I've been in a while.
733,1,"Overall, I like there food and the service."
734,1,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.
735,0,"Probably never coming back, and wouldn't recommend it."
736,0,"Friend's pasta -- also bad, he barely touched it."
737,1,"Try them in the airport to experience some tasty food and speedy, friendly service."
738,1,I love the decor with the Chinese calligraphy wall paper.
739,1,Never had anything to complain about here.
740,1,The restaurant is very clean and has a family restaurant feel to it.
741,0,It was way over fried.
742,0,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.
743,0,"When I opened the sandwich, I was impressed, but not in a good way."
744,0,Will not be back!
745,1,There was a warm feeling with the service and I felt like their guest for a special treat.
746,1,An extensive menu provides lots of options for breakfast.
747,1,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from."
748,0,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!"
749,1,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.
750,1,"I got to enjoy the seafood salad, with a fabulous vinegrette."
751,1,"The wontons were thin, not thick and chewy, almost melt in your mouth."
752,1,"Level 5 spicy was perfect, where spice didn't over-whelm the soup."
753,1,We were sat right on time and our server from the get go was FANTASTIC!
754,0,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up."
755,1,"When I'm on this side of town, this will definitely be a spot I'll hit up again!"
756,0,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.
757,1,This is a GREAT place to eat!
758,1,The jalapeno bacon is soooo good.
759,0,The service was poor and thats being nice.
760,1,"Food was good, service was good, Prices were good."
761,0,The place was not clean and the food oh so stale!
762,0,"The chicken dishes are OK, the beef is like shoe leather."
763,0,But the service was beyond bad.
764,1,"I'm so happy to be here!!!"""
765,0,Tasted like dirt.
766,1,One of the few places in Phoenix that I would definately go back to again .
767,1,The block was amazing.
768,1,"It's close to my house, it's low-key, non-fancy, affordable prices, good food."
769,1,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!
770,0,My sashimi was poor quality being soggy and tasteless.
771,1,Great time - family dinner on a Sunday night.
772,0,"the food is not tasty at all, not to say its ""real traditional Hunan style""."
773,0,"What did bother me, was the slow service."
774,1,The flair bartenders are absolutely amazing!
775,0,Their frozen margaritas are WAY too sugary for my taste.
776,1,These were so good we ordered them twice.
777,0,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.
778,0,My girlfriend's veal was very bad.
779,0,"Unfortunately, it was not good."
780,1,I had a pretty satifying experience.
781,1,Join the club and get awesome offers via email.
782,1,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder."
783,0,Bland and flavorless is a good way of describing the barely tepid meat.
784,0,"The chains, which I'm no fan of, beat this place easily."
785,1,The nachos are a MUST HAVE!
786,0,We will not be coming back.
787,1,"I don't have very many words to say about this place, but it does everything pretty well."
788,1,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff."
789,1,"Great atmosphere, friendly and fast service."
790,1,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.
791,0,Once your food arrives it's meh.
792,0,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.
793,1,The classic Maine Lobster Roll was fantastic.
794,0,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too."
795,1,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.
796,1,"The chips and salsa were really good, the salsa was very fresh."
797,1,This place is great!!!!!!!!!!!!!!
798,0,Mediocre food.
799,1,Once you get inside you'll be impressed with the place.
800,0,I'm super pissd.
801,1,And service was super friendly.
802,0,Why are these sad little vegetables so overcooked?
803,1,This place was such a nice surprise!
804,1,They were golden-crispy and delicious.
805,0,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat."
806,1,I could eat their bruschetta all day it is devine.
807,0,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.
808,1,"Lastly, the mozzarella sticks, they were the best thing we ordered."
809,1,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was."
810,0,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!
811,0,The service was terrible though.
812,0,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!"
813,0,It was packed!!
814,1,I love this place.
815,1,I can say that the desserts were yummy.
816,0,The food was terrible.
817,1,The seasonal fruit was fresh white peach puree.
818,0,It kept getting worse and worse so now I'm officially done.
819,0,This place should honestly be blown up.
820,0,But I definitely would not eat here again.
821,0,Do not waste your money here!
822,1,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.
823,1,The cr̻pe was delicate and thin and moist.
824,0,Awful service.
825,0,Won't ever go here again.
826,0,Food quality has been horrible.
827,0,For that price I can think of a few place I would have much rather gone.
828,0,The service here is fair at best.
829,0,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services."
830,0,Do yourself a favor and stay away from this dish.
831,0,Very poor service.
832,0,No one at the table thought the food was above average or worth the wait that we had for it.
833,1,"Best service and food ever, Maria our server was so good and friendly she made our day."
834,1,They were excellent.
835,0,I paid the bill but did not tip because I felt the server did a terrible job.
836,1,Just had lunch here and had a great experience.
837,0,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.
838,0,Food is way overpriced and portions are fucking small.
839,1,I recently tried Caballero's and I have been back every week since!
840,0,"for 40 bucks a head, i really expect better food."
841,1,The food came out at a good pace.
842,1,"I ate there twice on my last visit, and especially enjoyed the salmon salad."
843,0,I won't be back.
844,0,We could not believe how dirty the oysters were!
845,0,This place deserves no stars.
846,0,I would not recommend this place.
847,1,"In fact I'm going to round up to 4 stars, just because she was so awesome."
848,0,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted."
849,0,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!"
850,1,the potatoes were great and so was the biscuit.
851,0,I probably would not go here again.
852,1,So flavorful and has just the perfect amount of heat.
853,1,The price is reasonable and the service is great.
854,0,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either."
855,0,My fella got the huevos rancheros and they didn't look too appealing.
856,1,"Went in for happy hour, great list of wines."
857,1,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!
858,0,I probably won't be coming back here.
859,0,Worst food/service I've had in a while.
860,1,"This place is pretty good, nice little vibe in the restaurant."
861,1,Talk about great customer service of course we will be back.
862,0,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil."
863,1,I love their fries and their beans.
864,1,Always a pleasure dealing with him.
865,1,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval."
866,1,This place is awesome if you want something light and healthy during the summer.
867,1,"For sushi on the Strip, this is the place to go."
868,1,"The service was great, even the manager came and helped with our table."
869,0,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.
870,0,"I started this review with two stars, but I'm editing it to give it only one."
871,0,this is the worst sushi i have ever eat besides Costco's.
872,1,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting."
873,1,My boyfriend and i sat at the bar and had a completely delightful experience.
874,0,Weird vibe from owners.
875,0,There was hardly any meat.
876,0,I've had better bagels from the grocery store.
877,1,Go To Place for Gyros.
878,1,"I love the owner/chef, his one authentic Japanese cool dude!"
879,0,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless."
880,0,I found a six inch long piece of wire in my salsa.
881,0,"The service was terrible, food was mediocre."
882,1,We definately enjoyed ourselves.
883,0,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.
884,0,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate."
885,0,I had about two bites and refused to eat anymore.
886,0,The service was extremely slow.
887,0,"After 20 minutes wait, I got a table."
888,1,Seriously killer hot chai latte.
889,0,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts."
890,1,My boyfriend tried the Mediterranean Chicken Salad and fell in love.
891,1,Their rotating beers on tap is also a highlight of this place.
892,0,Pricing is a bit of a concern at Mellow Mushroom.
893,0,Worst Thai ever.
894,1,If you stay in Vegas you must get breakfast here at least once.
895,1,I want to first say our server was great and we had perfect service.
896,1,The pizza selections are good.
897,1,"I had strawberry tea, which was good."
898,0,Highly unprofessional and rude to a loyal patron!
899,1,"Overall, a great experience."
900,0,Spend your money elsewhere.
901,1,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!
902,0,The Buffet at Bellagio was far from what I anticipated.
903,0,"And the drinks are WEAK, people!"
904,0,-My order was not correct.
905,0,"Also, I feel like the chips are bought, not made in house."
906,0,After the disappointing dinner we went elsewhere for dessert.
907,1,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!
908,0,We won't be returning.
909,1,This is my new fav Vegas buffet spot.
910,0,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.
911,0,"Very, very sad."
912,0,"i felt insulted and disrespected, how could you talk and judge another human being like that?"
913,0,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!"
914,0,I'm not impressed with the concept or the food.
915,0,The only thing I wasn't too crazy about was their guacamole as I don't like it pur̩ed.
916,0,"There is really nothing for me at postinos, hope your experience is better"
917,0,I got food poisoning here at the buffet.
918,0,They brought a fresh batch of fries and I was thinking yay something warm but no!
919,0,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us."
920,0,"Needless to say, I won't be going back anytime soon."
921,0,This place is disgusting!
922,1,"Every time I eat here, I see caring teamwork to a professional degree."
923,0,The RI style calamari was a joke.
924,0,"However, there was so much garlic in the fondue, it was barely edible."
925,0,"I could barely stomach the meal, but didn't complain because it was a business lunch."
926,0,"It was so bad, I had lost the heart to finish it."
927,0,It also took her forever to bring us the check when we asked for it.
928,0,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!
929,0,Disappointing experience.
930,0,"The food is about on par with Denny's, which is to say, not good at all."
931,0,"If you want to wait for mediocre food and downright terrible service, then this is the place for you."
932,0,WAAAAAAyyyyyyyyyy over rated is all I am saying.
933,0,We won't be going back.
934,0,The place was fairly clean but the food simply wasn't worth it.
935,0,This place lacked style!!
936,0,"The sangria was about half of a glass wine full and was $12, ridiculous."
937,0,Don't bother coming here.
938,0,"The meat was pretty dry, I had the sliced brisket and pulled pork."
939,0,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again."
940,0,It was equally awful.
941,0,Probably not in a hurry to go back.
942,0,very slow at seating even with reservation.
943,0,Not good by any stretch of the imagination.
944,0,The cashew cream sauce was bland and the vegetables were undercooked.
945,0,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat."
946,0,"It was a bit too sweet, not really spicy enough, and lacked flavor."
947,0,I was VERY disappointed!!
948,0,This place is horrible and way overpriced.
949,0,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best."
950,0,It wasn't busy at all and now we know why.
951,0,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.
952,0,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits."
953,0,Con: spotty service.
954,0,"The fries were not hot, and neither was my burger."
955,0,But then they came back cold.
956,0,"Then our food came out, disappointment ensued."
957,0,The real disappointment was our waiter.
958,0,My husband said she was very rude... did not even apologize for the bad food or anything.
959,0,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.
960,0,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it."
961,0,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?
962,0,She was quite disappointed although some blame needs to be placed at her door.
963,0,After all the rave reviews I couldn't wait to eat here......what a disappointment!
964,0,Del Taco is pretty nasty and should be avoided if possible.
965,0,It's NOT hard to make a decent hamburger.
966,0,But I don't like it.
967,0,Hell no will I go back
968,0,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.
969,0,"I don't know what the big deal is about this place, but I won't be back ""ya'all""."
970,0,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.
971,0,The ambiance isn't much better.
972,0,"Unfortunately, it only set us up for disapppointment with our entrees."
973,0,The food wasn't good.
974,0,"Your servers suck, wait, correction, our server Heimer sucked."
975,0,What happened next was pretty....off putting.
976,0,"too bad cause I know it's family owned, I really wanted to like this place."
977,0,Overpriced for what you are getting.
978,0,I vomited in the bathroom mid lunch.
979,0,"I kept looking at the time and it had soon become 35 minutes, yet still no food."
980,0,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list."
981,0,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.
982,0,Food was below average.
983,0,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.
984,0,"All in all, Ha Long Bay was a bit of a flop."
985,0,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).
986,0,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.
987,0,"It lacked flavor, seemed undercooked, and dry."
988,0,It really is impressive that the place hasn't closed down.
989,0,I would avoid this place if you are staying in the Mirage.
990,0,The refried beans that came with my meal were dried out and crusty and the food was bland.
991,0,Spend your money and time some place else.
992,0,A lady at the table next to us found a live green caterpillar In her salad.
993,0,the presentation of the food was awful.
994,0,I can't tell you how disappointed I was.
995,0,I think food should have flavor and texture and both were lacking.
996,0,Appetite instantly gone.
997,0,Overall I was not impressed and would not go back.
998,0,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time."
999,0,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check."
